p,offset,b,c
6463969,165743,10,8287140
6464329,208535,8,208527
6469849,77951,21,1636950
6470641,165919,10,331828
6473041,40711,40,32568760
6473329,165983,10,8299140
6473569,165991,10,829945
6475681,208895,8,835572
6477241,137815,12,1240323
6477769,137831,12,275650
6479089,209003,8,13376184
6479929,209031,8,1672240
6480049,82031,20,328104
6480289,137879,12,3309084
6481609,117851,14,471390
6483241,166239,10,831185
6486001,96807,17,1645702
6486841,209255,8,837012
6491689,118031,14,5783505
6494041,166519,10,333028
6497761,138251,12,2212004
6498769,118163,14,472638
6500209,138303,12,2489442
6500761,209703,8,1677616
6501721,209735,8,838932
6502609,24791,66,24725
6506161,138431,12,830574
6507649,166863,10,8343140
6509449,166911,10,834545
6512521,151455,11,1665994
6514201,167031,10,8351540
6515881,167079,10,334148
6517561,167119,10,835585
6519529,68627,24,4392104
6521089,110527,15,24868560
6526489,167351,10,334692
6526969,151791,11,1669690
6528601,61015,27,44479908
6529681,210635,8,13480632
6531121,58839,28,23064860
6531289,210695,8,210687
6533209,68771,24,4401320
6533641,139015,12,1251123
6534049,139023,12,2502402
6541921,75195,22,3308558
6543769,167791,10,838945
6545641,167839,10,839185
6545809,119015,14,5831721
6546289,139295,12,139283
6547081,167879,10,335748
6548929,139339,12,20064804
6549601,167939,10,3358770
6549769,211283,8,13522104
6552001,211355,8,13526712
6552841,211383,8,1691056
6554641,92319,18,14955660
6555649,82983,20,16596580
6556201,139495,12,1255443
6556369,119207,14,5841129
6557401,168139,10,3362770
6560689,168223,10,8411140
6562921,111239,15,556180
6565561,66319,25,8289850
6565609,168351,10,841745
6567409,119411,14,477630
6567961,92507,18,3330234
6569161,83159,20,332616
6570001,111359,15,556780
6570169,211943,8,847764
6572161,168519,10,842585
6572281,152855,11,152844
6573529,139863,12,2517522
6574681,212087,8,3393384
6576529,168631,10,843145
6577489,119591,14,5859945
6577729,111487,15,25084560
6582769,168791,10,843945
6583201,75671,22,832359
6585769,168871,10,337732
6586561,83375,20,2084355
6588289,168931,10,3378610
6588409,140179,12,20185764
6589321,212567,8,212559
6589969,111695,15,2792360
6590641,168991,10,8449540
6592009,169031,10,338052
6592609,83471,20,83451
6593449,169063,10,8453140
6593689,169071,10,845345
6594361,92879,18,2507715
6600001,169231,10,8461540
6601081,169259,10,3385170
6604249,140519,12,562064
6605281,111959,15,335862
6608281,47543,35,1188540
6608809,140615,12,843678
6609409,213215,8,213207
6609649,213215,8,3411432
6610321,83675,20,33469980
6610489,120191,14,5889345
6612169,169543,10,8477140
6612601,169559,10,339108
6615361,213407,8,213399
6616681,169659,10,3393170
6618529,213503,8,854004
6620209,169751,10,848745
6622081,169799,10,848985
6623521,213663,8,1709296
6625921,112319,15,112304
6627601,169939,10,3398770
6633001,170079,10,850385
6636169,214071,8,1712560
6637369,170191,10,850945
6639481,80015,21,79994
6640321,67079,25,335370
6642409,40751,41,68502390
6645601,112639,15,1013736
6647041,170439,10,852185
6649801,76435,22,3363118
6652801,214607,8,3433704
6652969,170591,10,852945
6653329,55911,30,2515965
6654481,84239,20,336936
6654649,112791,15,5075580
6655009,141599,12,566384
6655321,154775,11,18727764
6658969,170743,10,8537140
6659041,55959,30,2518125
6660721,214863,8,1718896
6662209,214911,8,1719280
6662401,170831,10,8541540
6667369,141859,12,20427684
6668209,93923,18,375674
6671281,171059,10,3421170
6671569,171071,10,342132
6673321,171111,10,8555540
6673969,70255,24,632271
6675601,215343,8,1722736
6676441,171191,10,8559540
6676609,215375,8,3445992
6678289,121427,14,485694
6680041,56135,30,8420220
6681481,64895,26,64869
6681721,94127,18,94109
6682369,171343,10,8567140
6683161,142195,12,20476068
6687529,215735,8,215727
6690289,171551,10,343092
6690601,171559,10,343108
6691969,215871,8,1726960
6692809,171611,10,3432210
6693289,171623,10,8581140
6693649,121703,14,5963433
6697441,216047,8,3456744
6697681,80695,21,35586474
6700849,84831,20,169642
6704161,84863,20,8486280
6704209,171903,10,8595140
6706009,216323,8,13844664
6706849,216351,8,1730800
6709201,172031,10,8601540
6712729,156111,11,1717210
6714241,94567,18,7659909
6715129,172183,10,8609140
6715249,216623,8,866484
6715801,216647,8,216639
6715921,142895,12,571568
6717001,172231,10,8611540
6717649,94615,18,7663797
6718441,60527,28,3389484
6721009,216815,8,216807
6721969,47007,36,7615098
6726241,21087,80,1054270
6728401,143159,12,1145260
6729241,156495,11,1721434
6730609,122375,14,5996361
6733609,65375,26,11048349
6734401,217247,8,217239
6736129,217295,8,3476712
6739009,122531,14,490110
6742201,172879,10,864385
6742969,122603,14,490398
6743809,122615,14,6008121
6745201,172959,10,345908
6747721,173019,10,3460370
6748009,173031,10,346052
6749569,173071,10,346132
6750409,122735,14,6014001
6754441,173191,10,8659540
6755401,143735,12,574928
6755641,114503,15,2862560
6758761,85559,20,342216
6759601,68279,25,8534850
6762121,218135,8,872532
6763681,157295,11,19032684
6763849,95267,18,1143186
6765361,173471,10,8673540
6767161,173519,10,867585
6767569,143991,12,10367340
6768721,173559,10,867785
6768889,144019,12,20738724
6773209,144111,12,10375980
6773881,95407,18,7727949
6775441,144159,12,2594850
6776449,95443,18,30923514
6776641,26999,63,3968790
6778921,218675,8,13995192
6780481,173859,10,3477170
6780769,218735,8,3499752
6783529,95543,18,5159304
6784201,173959,10,347908
6785209,123371,14,493470
6786049,123383,14,6045753
6786649,115031,15,575140
6787489,144415,12,5198928
6790009,174103,10,8705140
6794089,78095,22,859023
6794929,174231,10,871145
6795721,65991,26,131956
6796969,95735,18,574392
6799081,115239,15,5185740
6800161,101495,17,29332038
6800641,144695,12,3472668
6800809,219383,8,877524
6800929,174383,10,8719140
6801001,95807,18,95789
6802321,174419,10,3488370
6803161,68719,25,8589850
6804121,71623,24,2578404
6804361,174471,10,8723540
6810841,174639,10,873185
6811729,61367,28,24055836
6812401,219755,8,14064312
6813409,174703,10,8735140
6815041,145007,12,290002
6819121,96047,18,576264
6819481,174859,10,3497170
6821161,82183,21,5177508
6821809,145151,12,290290
6827881,175079,10,350148
6830569,220343,8,881364
6832729,124235,14,496926
6833401,86519,20,86499
6833929,175231,10,876145
6836281,53831,32,861264
6838801,220607,8,3529704
6839281,220623,8,1764976
6840241,220655,8,882612
6840649,124379,14,497502
6845161,175519,10,877585
6847681,220895,8,883572
6848521,66491,26,3457506
6852169,145791,12,10496940
6853081,159375,11,1753114
6854761,145847,12,1750152
6856249,145879,12,1312899
6857041,221195,8,14156472
6858721,145931,12,2334884
6859441,41075,42,3450258
6859561,116279,15,116264
6861121,221327,8,3541224
6864841,221447,8,3543144
6867001,176079,10,880385
6867529,176091,10,3521810
6867841,176099,10,3521970
6868801,82759,21,744810
6869689,221603,8,14182584
6870481,69399,25,8674850
6871561,176199,10,352388
6873001,176231,10,8811540
6877921,176359,10,881785
6878089,146343,12,2634162
6879049,176391,10,352772
6879889,61983,28,867734
6884641,96967,18,7854309
6885649,116711,15,350118
6886609,96995,18,3491802
6887161,222167,8,3554664
6889009,146575,12,5276688
6890809,146615,12,879678
6891721,176711,10,8835540
6893401,176759,10,353508
6894001,146687,12,293362
6895849,222455,8,222447
6896761,97139,18,1165650
6897409,125411,14,501630
6898081,222527,8,222519
6898609,146779,12,21136164
6900601,176939,10,3538770
6900961,146831,12,880974
6903121,146875,12,21149988
6904129,177031,10,885145
6905329,125555,14,502206
6906169,125567,14,6152769
6906649,160631,11,160620
6907441,177119,10,354228
6914161,48351,36,7832826
6916561,223115,8,14279352
6916681,223127,8,223119
6917761,177379,10,3547570
6919441,117279,15,5277540
6922129,223295,8,3572712
6926761,83455,21,36803634
6930529,177711,10,355412
6930961,177719,10,888585
6933481,161255,11,161244
6933529,177783,10,8889140
6933721,147527,12,1770312
6934321,147551,12,147539
6935329,177831,10,889145
6936001,223743,8,1789936
6938089,161351,11,19523460
6939601,177939,10,3558770
6941449,177991,10,355972
6942601,223955,8,14333112
6942769,161471,11,161460
6943129,178031,10,890145
6944809,87911,20,879090
6947089,178131,10,3562610
6947329,87951,20,175882
6948649,224151,8,1793200
6950521,178219,10,3564370
6951961,97915,18,31724442
6952801,178279,10,891385
6952849,147935,12,887598
6955369,224375,8,224367
6956401,97979,18,1175730
6959929,83855,21,4108874
6960241,148091,12,2369444
6963049,224615,8,3593832
6963889,161951,11,19596060
6964609,83911,21,37004730
6965809,178611,10,3572210
6966961,53183,33,19305396
6968809,43831,40,876580
6974521,178839,10,357668
6974809,126815,14,6213921
6976369,88311,20,706468
6976729,178891,10,3577810
6977041,178899,10,3577970
6977569,225083,8,14405304
6979009,178951,10,894745
6979249,148495,12,5345808
6979561,88359,20,176698
6980089,126911,14,6218625
6981409,225215,8,225207
6982369,73499,24,4703912
6985609,148631,12,1783560
6985969,148639,12,1337739
6986401,179139,10,3582770
6994201,179339,10,3586770
6996721,70679,25,353370
6997321,179419,10,3588370
6999169,179471,10,358932
6999721,148931,12,2382884
7000009,225815,8,225807
7002529,148991,12,1787880
7006561,98687,18,592104
7006729,98687,18,2664531
7007401,179679,10,898385
7007449,226055,8,226047
7007809,149103,12,2683842
7009921,226127,8,3618024
7013521,179839,10,359668
7014121,226263,8,1810096
7014841,149255,12,597008
7015969,149279,12,597104
7016641,179919,10,359828
7018321,179959,10,899785
7019329,226431,8,1811440
7021081,226487,8,3623784
7021249,98891,18,10680210
7022569,226535,8,3624552
7023361,163335,11,1796674
7025881,180151,10,9007540
7026121,180159,10,900785
7031641,180299,10,3605970
7032481,89039,20,89019
7034449,180371,10,3607410
7035001,149687,12,299362
7037209,227015,8,227007
7041049,84839,21,254496
7041409,180551,10,902745
7041721,180559,10,902785
7043521,89159,20,3566340
7048801,180739,10,3614770
7053481,180859,10,3617170
7055281,68511,26,136996
7056289,180931,10,3618610
7059529,227735,8,227727
7064569,181143,10,9057140
7066249,181191,10,362372
7071121,181311,10,9065540
7071241,181319,10,362628
7071409,228111,8,1824880
7072321,150475,12,21668388
7073089,99623,18,896589
7076281,55751,32,55719
7077361,228303,8,1826416
7079041,181519,10,363028
7079521,89615,20,2240355
7082209,128771,14,515070
7082329,89651,20,1434396
7085521,50975,35,62444340
7089889,81495,22,896423
7090801,99875,18,399482
7092649,181863,10,9093140
7093249,228815,8,3661032
7093321,89799,20,179578
7096681,59639,30,596360
7097689,151015,12,5436528
7098841,228995,8,14655672
7100689,229055,8,3664872
7101481,34983,51,5352348
7102321,182111,10,9105540
7103881,182151,10,9107540
7104241,165215,11,19991004
7105081,151175,12,604688
7106089,89951,20,3598020
7107409,151223,12,1209772
7110049,182311,10,911545
7110601,120519,15,5423340
7110889,182331,10,3646610
7116649,100235,18,3608442
7118161,182519,10,912585
7119169,182543,10,9127140
7120369,165591,11,1821490
7120969,182591,10,912945
7122721,182639,10,365268
7129249,129623,14,6351513
7131049,129659,14,518622
7131601,75071,24,1201112
7131889,230063,8,920244
7133809,230123,8,14727864
7135321,182959,10,914785
7137001,85991,21,601916
7137769,100535,18,603192
7140169,151919,12,3646044
7140961,100583,18,301731
7142521,100599,18,16297020
7142881,183151,10,9157540
7144561,183199,10,366388
7145161,69371,26,3607266
7145209,183211,10,3664210
7146049,82139,22,3614094
7147849,121151,15,1817250
7151281,230687,8,3690984
7153129,152195,12,2435108
7153969,75311,24,301220
7155121,72279,25,361370
7155289,183471,10,917345
7155649,130103,14,6375033
7156969,230871,8,1846960
7157089,152279,12,3654684
7159609,130175,14,6378561
7162849,183663,10,9183140
7163041,72359,25,361770
7164529,183711,10,367412
7164721,183711,10,9185540
7165321,152455,12,1372083
7167241,152495,12,3659868
7168561,36023,50,22514325
7168921,183819,10,3676370
7170601,152567,12,1830792
7170769,183871,10,367732
7171201,183879,10,919385
7171441,90779,20,1452444
7172881,152615,12,3662748
7175449,183991,10,367972
7175569,231471,8,1851760
7177921,101099,18,1213170
7179481,152755,12,21996708
7181689,184151,10,368292
7182121,184159,10,920785
7183201,90927,20,4546330
7186489,184271,10,921345
7187161,152919,12,2752530
7188241,231887,8,231879
7188889,184331,10,3686610
7189921,231935,8,927732
7192201,232007,8,3712104
7195729,184511,10,369012
7199809,184611,10,3692210
7200481,43119,42,776100
7203961,184719,10,923585
7204201,153287,12,306562
7207561,232503,8,1860016
7207729,153359,12,613424
7208569,232535,8,3720552
7209841,153407,12,306802
7216609,153551,12,307090
7218121,82967,22,20077992
7219081,153599,12,1228780
7219129,185111,10,370212
7219801,60671,30,4550295
7220761,67511,27,67484
7224121,185239,10,370468
7226521,101783,18,1832076
7226641,185299,10,3705970
7228201,185339,10,3706770
7228729,168111,11,1849210
7229569,131447,14,6440889
7231849,36351,50,181705
7232569,185451,10,3709010
7233529,153911,12,307810
7236289,185551,10,371092
7237129,153983,12,1231852
7237561,185579,10,3711570
7238401,168335,11,20368524
7239289,185623,10,9281140
7242601,122759,15,613780
7244161,122783,15,3069560
7244521,185759,10,928785
7245001,154151,12,924894
7246969,154191,12,11101740
7247881,154211,12,2467364
7248049,131783,14,6457353
7249729,185891,10,3717810
7250161,154271,12,154259
7251169,131843,14,527358
7251721,233927,8,3742824
7255609,154375,12,5557488
7256089,154391,12,308770
7257721,65399,28,130770
7261081,102287,18,102269
7264489,186271,10,931345
7265281,83511,22,918599
7266001,73399,25,366970
7272049,186463,10,9323140
7272409,83591,22,20229000
7273249,234623,8,938484
7274569,61131,30,11003550
7275769,132287,14,6482049
7279969,186671,10,373332
7282801,186739,10,3734770
7283761,154975,12,1394763
7283929,76679,24,306692
7286449,235055,8,235047
7287361,155051,12,2480804
7290529,155119,12,1396059
7292041,123599,15,370782
7293889,235295,8,235287
7294681,169655,11,169644
7294849,87911,21,87890
7296529,187091,10,3741810
7298281,48335,38,918327
7299769,155315,12,2485028
7299961,187179,10,3743570
7300801,123743,15,3093560
7303129,102863,18,925749
7303921,109031,17,109014
7315849,187591,10,375172
7316521,155671,12,5604144
7316761,103055,18,927477
7316929,236031,8,1888240
7319041,84127,22,20358712
7320121,236135,8,944532
7320721,187711,10,9385540
7322401,236207,8,3779304
7322569,103135,18,8353917
7325761,236315,8,15124152
7328161,155919,12,2806530
7328521,187911,10,9395540
7331689,133307,14,533214
7333321,236567,8,236559
7333489,92831,20,928290
7336081,156087,12,11238252
7336729,92871,20,1857400
7339249,236751,8,1894000
7341769,188251,10,3765010
7341889,124439,15,9332910
7342729,92951,20,371784
7343449,44015,42,43973
7344121,188311,10,9415540
7344409,133535,14,6543201
7344481,236927,8,236919
7345321,92999,20,92979
7346641,88535,21,88514
7346761,188379,10,3767570
7347169,188391,10,941945
7347841,23627,78,3685734
7348489,188423,10,9421140
7348849,156359,12,3752604
7350841,156407,12,312802
7351801,237155,8,15177912
7353481,188551,10,9427540
7357681,188659,10,3773170
7357729,171111,11,1882210
7362049,188771,10,3775410
7364641,188839,10,944185
7365961,188871,10,9443540
7367809,103775,18,622632
7372369,156859,12,22587684
7374361,51575,36,309414
7376569,189143,10,9457140
7377241,171575,11,171564
7377841,237995,8,15231672
7378849,26451,70,528950
7379689,238055,8,3808872
7382761,40343,46,42682848
7383289,103991,18,1871820
7383721,46439,40,3715080
7384129,93471,20,1869400
7385569,77743,24,11194968
7386481,189399,10,946985
7387969,157191,12,11317740
7389649,89039,21,267096
7393201,171935,11,20804124
7393681,93591,20,18718180
7394041,189591,10,9479540
7396369,189651,10,3793010
7399009,172071,11,1892770
7402441,157511,12,157499
7402921,189819,10,3796370
7403281,21103,88,168736
7404289,134627,14,538494
7405129,157559,12,630224
7405729,238895,8,3822312
7408129,89255,21,4373474
7411321,239075,8,15300792
7414201,157751,12,946494
7415641,93879,20,187738
7416481,157799,12,1262380
7420561,239375,8,957492
7423609,190351,10,951745
7424761,190379,10,3807570
7427281,110855,17,32037078
7427809,239615,8,239607
7431649,69455,27,5625828
7438489,190731,10,3814610
7439401,190759,10,381508
7439569,126095,15,3152360
7440049,190771,10,3815410
7440409,104795,18,3772602
7441009,126119,15,9458910
7441561,94199,20,941970
7444369,240143,8,960564
7444441,62559,30,2815125
7446121,104875,18,33979482
7449289,94295,20,9429480
7450969,191051,10,3821010
7451161,94319,20,3772740
7451809,240383,8,961524
7457641,78503,24,1256024
7457881,158679,12,2856210
7458889,105055,18,8509437
7459201,52163,36,2503788
7462849,85791,22,171560
7466209,126551,15,379638
7468129,191491,10,3829810
7470961,241007,8,240999
7472161,191599,10,383188
7473841,191639,10,958185
7474681,241127,8,241119
7477801,191739,10,3834770
7480729,72635,26,290514
7487449,191991,10,383972
7488289,136151,14,6671385
7489561,241607,8,241599
7490401,159371,12,2549924
7494001,241743,8,1933936
7495321,159475,12,22964388
7497121,192239,10,384468
7498009,136331,14,545310
7499209,241911,8,1935280
7502881,37703,50,23564325
7503049,192391,10,384772
7504249,159671,12,319330
7504561,127199,15,635980
7505089,159695,12,159683
7507369,174591,11,1920490
7508041,242195,8,15500472
7510561,192579,10,3851570
7510801,67679,28,135330
7512289,192623,10,9631140
7514641,159887,12,1918632
7514929,192691,10,3853810
7515481,242435,8,15515832
7517161,95159,20,380616
7518361,192779,10,3855570
7520209,192831,10,385652
7521649,192863,10,9643140
7521721,174935,11,174924
7522201,192879,10,964385
7523569,160079,12,640304
7524169,90655,21,815874
7524409,242723,8,15534264
7526569,192991,10,964945
7528249,242855,8,242847
7530121,95319,20,1906360
7530961,106079,18,212140
7532449,160271,12,320530
7535089,95391,20,190762
7536769,193251,10,3865010
7538281,160391,12,962334
7540369,193343,10,9667140
7541041,90863,21,272568
7543201,160495,12,1444443
7549249,193571,10,3871410
7550449,243563,8,15588024
7551121,193619,10,3872370
7551769,160679,12,642704
7554289,243695,8,243687
7555081,95639,20,382536
7555321,112767,17,1917022
7556929,137399,14,6732537
7559161,86887,22,21026632
7561009,95711,20,957090
7561849,128167,15,28837560
7562041,193899,10,3877970
7562809,160911,12,11585580
7565881,193999,10,969985
7567081,79655,24,1274456
7568089,95799,20,4789930
7568761,194071,10,9703540
7570201,79687,24,2868708
7571041,161087,12,1933032
7572889,244295,8,244287
7573729,95871,20,1917400
7573801,176135,11,21312324
7574569,244343,8,977364
7580161,128479,15,1156296
7580329,244535,8,244527
7581289,73631,26,73605
7581841,106787,18,3844314
7582009,244583,8,978324
7583689,91391,21,91370
7586401,18287,104,292488
7587001,244743,8,1957936
7589521,128639,15,643180
7590361,106907,18,3848634
7593721,244967,8,244959
7593961,244967,8,3919464
7595281,194751,10,9737540
7596241,96155,20,38461980
7598089,194823,10,9741140
7598641,194839,10,974185
7600849,128831,15,644140
7605721,195019,10,3900370
7606561,245375,8,981492
7607161,161855,12,3884508
7607209,128951,15,128936
7608409,176951,11,176940
7608841,245447,8,3927144
7608889,176951,11,21411060
7609681,63947,30,19184070
7610689,195151,10,390292
7612201,245555,8,15715512
7614601,177095,11,177084
7615441,162031,12,5833104
7618249,245751,8,1966000
7618969,138527,14,6787809
7619329,107315,18,3863322
7623529,162215,12,162203
7625689,245991,8,1967920
7626721,195559,10,977785
7628209,162303,12,2921442
7630009,138731,14,554910
7630849,195663,10,9783140
7630921,246167,8,246159
7631761,80335,24,2892036
7633921,91975,21,40560954
7634281,195751,10,9787540
7636561,39983,48,1919136
7637569,162503,12,1300012
7640329,195911,10,391812
7641649,96731,20,1547676
7642849,195971,10,3919410
7643161,195979,10,3919570
7644961,162671,12,162659
7650241,246783,8,1974256
7651009,246815,8,246807
7651681,196199,10,980985
7654081,196259,10,3925170
7654441,74315,26,50236914
7655881,178055,11,178044
7657609,196351,10,981745
7658641,247055,8,988212
7660129,247103,8,988404
7660921,247127,8,3954024
7662169,247175,8,247167
7662481,196479,10,392948
7663489,163055,12,978318
7664281,247235,8,15823032
7666849,196591,10,393172
7667641,107995,18,34990362
7669489,247403,8,15833784
7669561,108023,18,1944396
7670161,196671,10,9833540
7670401,196679,10,983385
7670881,163211,12,2611364
7671241,196699,10,3933970
7673521,247535,8,990132
7677961,196871,10,9843540
7678609,163375,12,5881488
7679281,247727,8,247719
7680649,247763,8,15856824
7681489,247791,8,1982320
7682809,178671,11,1965370
7683601,163487,12,326962
7683649,139703,14,6845433
7684009,197031,10,394052
7684441,197039,10,985185
7690489,108335,18,108317
7691041,97355,20,38941980
7691209,197211,10,3944210
7691569,139847,14,6852489
7694689,139907,14,559614
7695241,197319,10,394628
7695601,130439,15,391302
7697281,163775,12,655088
7697761,248315,8,15892152
7698289,179031,11,1969330
7699561,248375,8,993492
7699609,248375,8,3973992
7703161,197519,10,987585
7703809,248511,8,1988080
7706329,130631,15,130616
7708849,197663,10,9883140
7708969,197671,10,395332
7709521,97599,20,195178
7709881,130679,15,653380
7711201,88635,22,3899918
7712161,108623,18,1955196
7713721,108647,18,651864
7713841,197791,10,9889540
7714249,248855,8,248847
7714921,197819,10,3956370
7719289,197931,10,3958610
7719721,97719,20,1954360
7719769,197943,10,9897140
7720561,64879,30,5839080
7721401,77999,25,389970
7728121,198159,10,990785
7728361,249303,8,1994416
7730809,249383,8,997524
7730881,164487,12,11843052
7732489,198271,10,991345
7733881,164551,12,5923824
7734169,108935,18,653592
7734241,198319,10,396628
7734721,54095,36,324534
7735249,131111,15,393318
7737241,198391,10,9919540
7737409,179951,11,179940
7739449,109007,18,2943171
7741441,198499,10,3969970
7741561,46359,42,834420
7742641,89007,22,177992
7743481,198551,10,9927540
7744081,180095,11,21791484
7745161,198599,10,397188
7748449,249951,8,1999600
7753561,250115,8,16007352
7754209,198831,10,397652
7755409,250175,8,4002792
7755721,59207,33,651244
7755889,250191,8,2001520
7757521,198911,10,9945540
7760281,72527,27,1958202
7761121,250367,8,250359
7761769,81703,24,11765208
7763449,199063,10,9953140
7763641,98279,20,393096
7772209,61199,32,3916704
7772521,250727,8,4011624
7773361,199319,10,996585
7773889,199331,10,3986610
7775329,93679,21,5901756
7775881,250835,8,16053432
7777849,141419,14,565662
7779601,250955,8,16061112
7782289,199551,10,399092
7782769,165591,12,11922540
7783609,65411,30,784902
7786249,165671,12,331330
7789849,165743,12,1325932
7790689,116279,17,33604614
7791001,165767,12,1989192
7791529,199783,10,9989140
7793209,199831,10,399652
7794529,141719,14,6944217
7798729,116399,17,33639294
7799929,165959,12,663824
7800409,200011,10,4000210
7802281,251687,8,4026984
7802929,141875,14,567486
7803721,251735,8,1006932
7805449,132311,15,132296
7808161,89751,22,987239
7808329,166135,12,5980848
7810321,65639,30,328165
7810609,98871,20,790948
7811521,132399,15,5957940
7813129,132431,15,397278
7814689,252095,8,252087
7817041,200439,10,1002185
7819681,46835,42,187298
7819729,200511,10,401012
7820929,166415,12,166403
7821361,252303,8,2018416
7824721,200639,10,401268
7824961,94279,21,848490
7826281,200679,10,401348
7826569,252471,8,2019760
7826809,110255,18,110237
7830169,142367,14,6975969
7833289,252695,8,252687
7836481,182255,11,182244
7837369,110387,18,1324626
7838041,166767,12,12007212
7838569,200991,10,1004945
7842529,201091,10,4021810
7844281,132959,15,398862
7845121,201159,10,1005785
7852609,253311,8,2026480
7854169,201391,10,1006945
7857481,201479,10,402948
7857529,167183,12,1337452
7860241,70815,28,991382
7861849,201591,10,403172
7864201,39519,50,4939825
7866289,143027,14,572094
7869481,117455,17,33944478
7871329,201831,10,1009145
7873849,99671,20,996690
7874329,201911,10,403812
7875961,167575,12,1508163
7876801,73615,27,53665308
7878721,202019,10,4040370
7879369,73639,27,53682804
7881721,90595,22,3986158
7882009,202103,10,10105140
7884529,167759,12,671024
7885081,183375,11,2017114
7887721,111095,18,5999112
7887889,25363,78,154308414
7888729,143435,14,573726
7889281,254495,8,1017972
7893649,167951,12,2015400
7894321,202419,10,4048370
7895281,254687,8,4074984
7901041,202591,10,10129540
7901401,168115,12,24208548
7903009,183791,11,22238700
7905769,90871,22,21990760
7906369,83231,24,332900
7909609,202811,10,4056210
7909729,83263,24,749343
7909801,255155,8,16329912
7910281,76799,26,12979005
7910809,95311,21,42032130
7912081,202879,10,405748
7918201,203031,10,10151540
7920361,168519,12,3033330
7921489,168543,12,3033762
7922401,203139,10,4062770
7922569,255575,8,255567
7923049,144059,14,576222
7924009,168599,12,674384
7924681,255635,8,16360632
7924921,76943,26,1000233
7926241,203239,10,1016185
7931449,203371,10,4067410
7932241,255887,8,255879
7932289,144227,14,576894
7932961,255903,8,2047216
7934089,77031,26,2002780
7935601,203479,10,1017385
7938121,66707,30,20012070
7940521,111839,18,3019635
7940641,55535,36,333174
7941481,71559,28,143090
7941649,83599,24,752367
7942369,203651,10,4073010
7942729,168995,12,2703908
7948609,256415,8,256407
7950769,203871,10,407732
7951561,256503,8,2052016
7951729,203891,10,4077810
7951969,169191,12,12181740
7953289,203931,10,4078610
7956601,100719,20,805732
7957681,134879,15,674380
7958281,256727,8,256719
7960009,256775,8,4108392
7960129,204111,10,408212
7960681,134927,15,10119510
7960801,185135,11,22401324
7960969,169383,12,3048882
7961809,204151,10,1020745
7963321,66919,30,6022680
7964881,134999,15,2024970
7965409,135007,15,30376560
7965721,256967,8,256959
7967689,112223,18,1009989
7968769,144887,14,7099449
7970089,185351,11,22427460
7970881,80519,25,402570
7974289,204471,10,1022345
7974481,204479,10,408948
7976809,77471,26,77445
7979281,204599,10,1022985
7980121,204619,10,4092370
7980289,204623,10,10231140
7982209,169835,12,2717348
7984201,257555,8,16483512
7985041,257583,8,2060656
7987081,204799,10,1023985
7987249,185751,11,2043250
7990249,257751,8,2062000
7993801,170087,12,340162
7996081,135527,15,10164510
7998769,91951,22,183880
8000689,258095,8,258087
8001841,170255,12,681008
8002201,43751,46,87456
8004649,258215,8,4131432
8005729,186191,11,186180
8006209,186191,11,22529100
8009929,205383,10,10269140
8011921,205439,10,410868
8012449,170479,12,1534299
8012929,84347,24,5398184
8013121,170495,12,681968
8014129,205491,10,4109810
8014801,258543,8,2068336
8017969,205591,10,1027945
8018089,170599,12,1535379
8018929,145799,14,7144137
8019001,61247,33,61214
8019169,258683,8,16555704
8020681,205659,10,4113170
8022961,205719,10,1028585
8023369,186591,11,2052490
8027209,205831,10,411652
8030761,205919,10,1029585
8033281,170927,12,341842
8036569,206071,10,412132
8037409,146135,14,7160601
8040481,78063,26,26385268
8041609,259415,8,259407
8045809,206303,10,10315140
8048881,92527,22,185032
8049001,136439,15,136424
8049889,171275,12,2740388
8050729,259703,8,1038804
8053249,146423,14,7174713
8054281,44999,45,674940
8055889,146471,14,7177065
8056801,136559,15,682780
8057281,206599,10,1032985
8057809,206611,10,4132210
8059489,187431,11,2061730
8061169,171515,12,2744228
8062321,260075,8,16644792
8064841,206791,10,10339540
8065129,171599,12,4118364
8066689,102111,20,2042200
8070241,136799,15,136784
8070409,171711,12,12363180
8070889,206951,10,413892
8072521,136823,15,3420560
8072761,206999,10,413988
8076721,102239,20,1022370
8076961,171851,12,2749604
8077129,207111,10,414212
8077969,187871,11,187860
8079121,207159,10,1035785
8079241,171911,12,171899
8079481,187895,11,22735284
8079649,207171,10,4143410
8081929,207231,10,1036145
8083609,187991,11,22746900
8085169,172031,12,344050
8088721,260927,8,4174824
8089369,172115,12,2753828
8090209,260975,8,4175592
8092921,261063,8,2088496
8095201,172239,12,3100290
8095441,102479,20,409896
8096449,172271,12,344530
8097289,261203,8,16716984
8097601,261215,8,1044852
8097961,78623,26,1022073
8098561,137279,15,137264
8100241,207699,10,4153970
8101801,207739,10,4154770
8103769,207791,10,1038945
8105329,207831,10,1039145
8106529,261503,8,1046004
8108641,207919,10,415828
8108689,147431,14,7224105
8111161,207979,10,4159570
8115529,208091,10,4161810
8117761,172719,12,3108930
8117881,208151,10,10407540
8120641,137639,15,2064570
8125009,147731,14,590910
8127121,172919,12,1383340
8127289,137751,15,6198780
8127961,114479,18,3090915
8130721,48687,42,42941892
8133241,97991,21,14404656
8133841,262383,8,2099056
8138761,114635,18,458522
8138881,68399,30,410364
8140441,262595,8,16806072
8140609,85691,24,5484200
8142289,262655,8,4202472
8143921,208819,10,4176370
